ndc,fmt_drug,mbid,status,start_date,end_date,load_date,effective_date,expiration_date,created_by,updated_by,review_status,notes
2292971586,AZITHROMYCIN,MO_GEN_168,Approved,2025-02-18,,2025-09-06,2025-01-24,,mo_analyst,mo_analyst,Approved,MO Medicaid formulary - approved status
9901947332,SERTRALINE,PSYCH_SSRI_001,PDL,2025-03-01,,2025-09-10,2024-10-04,,system_admin,system_admin,Approved,MASTER baseline formulary entry
9901947332,SERTRALINE,MO_PSYCH_001,PDL,2025-04-09,,2025-09-04,2025-06-30,,mo_director,mo_analyst,Approved,MO Medicaid formulary - pdl status
8689966026,AMOXICILLIN,MASTER_GEN_660,PDL,2024-09-24,,2025-08-31,2025-01-07,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8689966026,AMOXICILLIN,AK_GEN_664,PDL,2024-12-26,,2025-09-01,2025-01-30,,ak_reviewer,ak_pharmacist,Approved,AK state policy - pdl per remote access guidelines
8689966026,AMOXICILLIN,MO_GEN_808,Review,2025-01-16,,2025-09-15,2025-06-02,,mo_pharmacist,mo_pharmacist,Pending,MO Medicaid formulary - review status
8904413378,ATORVASTATIN,CARDIO_STATIN_002,Restricted,2025-02-10,,2025-08-26,2024-08-19,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4360826110,ALBUTEROL,RESP_BRONCH_001,Approved,2025-02-07,,2025-09-04,2025-02-24,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4360826110,ALBUTEROL,RESP_BRONCH_001,Approved,2025-04-07,,2025-09-10,2025-02-02,,mo_director,mo_pharmacist,Approved,MO Medicaid formulary - approved status
5139620261,TRAMADOL,MASTER_GEN_748,PDL,2024-10-15,,2025-08-20,2024-09-23,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5139620261,TRAMADOL,AK_GEN_805,PDL,2025-01-11,,2025-09-04,2025-01-05,,ak_reviewer,ak_pharmacist,Approved,AK state policy - pdl per remote access guidelines
5139620261,TRAMADOL,MO_GEN_688,PDL,2025-06-23,,2025-09-13,2025-02-27,,mo_pharmacist,mo_director,Approved,MO Medicaid formulary - pdl status
7097160169,PREDNISONE,MASTER_GEN_979,Review,2024-11-08,,2025-08-30,2025-01-22,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7097160169,PREDNISONE,AK_GEN_512,Review,2024-12-30,,2025-09-14,2025-04-03,,ak_pharmacist,ak_pharmacist,In Review,AK state policy - review per remote access guidelines
7097160169,PREDNISONE,MO_GEN_847,PDL,2025-05-26,,2025-09-19,2025-04-13,,mo_director,mo_analyst,Approved,MO Medicaid formulary - pdl status
5136828758,ATORVASTATIN,CARDIO_STATIN_002,Approved,2025-02-11,,2025-09-10,2024-10-27,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5136828758,ATORVASTATIN,AK_CARDIO_003,Review,2025-06-10,,2025-09-17,2025-05-14,,ak_pharmacist,ak_reviewer,In Review,AK state policy - review per remote access guidelines
5136828758,ATORVASTATIN,MO_CARDIO_003,PDL,2025-03-20,,2025-09-10,2025-04-24,,mo_pharmacist,mo_director,Approved,MO Medicaid formulary - pdl status
2215706759,AMLODIPINE,CARDIO_CCB_001,Approved,2024-11-03,,2025-08-21,2024-12-25,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2215706759,AMLODIPINE,AK_CARDIO_002,Approved,2025-04-13,,2025-09-01,2025-04-22,,ak_manager,ak_manager,Approved,AK state policy - approved per remote access guidelines
2215706759,AMLODIPINE,MO_CARDIO_001,Approved,2025-06-22,,2025-09-18,2025-02-10,,mo_director,mo_pharmacist,Approved,MO Medicaid formulary - approved status
3705303491,ALBUTEROL,RESP_BRONCH_001,Approved,2025-02-11,,2025-09-19,2024-12-29,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3705303491,ALBUTEROL,AK_RESP_001,Restricted,2025-05-18,2025-08-02,2025-09-03,2025-01-13,2025-08-02,ak_reviewer,ak_reviewer,In Review,AK state policy - restricted per remote access guidelines
3705303491,ALBUTEROL,RESP_BRONCH_001,Approved,2025-06-28,,2025-09-15,2025-03-11,,mo_director,mo_analyst,Approved,MO Medicaid formulary - approved status
7203228933,LOSARTAN,CARDIO_ARB_001,Review,2024-12-19,,2025-09-07,2024-09-29,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7203228933,LOSARTAN,AK_CARDIO_001,Approved,2025-01-08,,2025-09-18,2025-04-15,,ak_manager,ak_manager,Approved,AK state policy - approved per remote access guidelines
7203228933,LOSARTAN,MO_CARDIO_001,PDL,2025-01-18,,2025-09-17,2025-06-29,,mo_pharmacist,mo_analyst,Approved,MO Medicaid formulary - pdl status
4215794577,TRAMADOL,MASTER_GEN_590,Review,2024-12-03,,2025-09-07,2025-01-02,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4215794577,TRAMADOL,MO_GEN_375,Approved,2025-03-20,,2025-09-08,2025-01-18,,mo_analyst,mo_pharmacist,Approved,MO Medicaid formulary - approved status
5971764818,SIMVASTATIN,CARDIO_STATIN_001,Review,2024-12-04,,2025-08-25,2024-10-22,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5971764818,SIMVASTATIN,AK_CARDIO_003,Review,2025-01-25,,2025-09-01,2025-03-17,,ak_reviewer,ak_pharmacist,In Review,AK state policy - review per remote access guidelines
5971764818,SIMVASTATIN,MO_CARDIO_003,PDL,2025-03-17,,2025-09-14,2025-03-19,,mo_pharmacist,mo_analyst,Approved,MO Medicaid formulary - pdl status
3959812092,HYDROCHLOROTHIAZIDE,MASTER_GEN_196,Approved,2024-10-22,,2025-08-27,2024-08-31,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3959812092,HYDROCHLOROTHIAZIDE,AK_GEN_299,Review,2025-06-06,,2025-09-05,2025-04-15,,ak_reviewer,ak_reviewer,Pending,AK state policy - review per remote access guidelines
7227952008,AMOXICILLIN,MASTER_GEN_458,Review,2024-10-18,,2025-09-03,2024-11-16,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7227952008,AMOXICILLIN,AK_GEN_316,Approved,2025-05-06,,2025-09-01,2025-04-05,,ak_manager,ak_pharmacist,Approved,AK state policy - approved per remote access guidelines
7227952008,AMOXICILLIN,MO_GEN_633,PDL,2025-02-06,,2025-09-05,2025-05-09,,mo_director,mo_analyst,Approved,MO Medicaid formulary - pdl status
1604629525,LOSARTAN,CARDIO_ARB_001,Restricted,2025-02-16,,2025-09-01,2025-02-04,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1604629525,LOSARTAN,AK_CARDIO_001,PDL,2025-06-10,,2025-09-15,2025-04-19,,ak_pharmacist,ak_pharmacist,Approved,AK state policy - pdl per remote access guidelines
1604629525,LOSARTAN,MO_CARDIO_001,Approved,2025-02-09,,2025-09-19,2025-04-21,,mo_director,mo_pharmacist,Approved,MO Medicaid formulary - approved status
9563231564,LOSARTAN,CARDIO_ARB_001,Approved,2025-02-03,,2025-09-15,2024-09-04,,system_admin,system_admin,Approved,MASTER baseline formulary entry
9563231564,LOSARTAN,AK_CARDIO_001,Approved,2025-05-22,,2025-09-16,2025-05-07,,ak_reviewer,ak_manager,Approved,AK state policy - approved per remote access guidelines
9563231564,LOSARTAN,MO_CARDIO_001,Approved,2025-04-07,,2025-09-17,2025-06-21,,mo_analyst,mo_pharmacist,Approved,MO Medicaid formulary - approved status
1048953219,LEVOTHYROXINE,ENDO_THYROID_001,Approved,2025-01-18,,2025-09-14,2024-09-23,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1048953219,LEVOTHYROXINE,AK_ENDO_001,Approved,2025-04-25,,2025-09-07,2025-04-02,,ak_pharmacist,ak_manager,Approved,AK state policy - approved per remote access guidelines
1048953219,LEVOTHYROXINE,ENDO_THYROID_001,PDL,2025-04-26,,2025-09-13,2025-01-20,,mo_pharmacist,mo_analyst,Approved,MO Medicaid formulary - pdl status
8642804529,AZITHROMYCIN,MASTER_GEN_540,Approved,2025-02-11,,2025-08-31,2025-01-24,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8642804529,AZITHROMYCIN,AK_GEN_787,Review,2025-05-10,,2025-09-10,2025-02-07,,ak_manager,ak_manager,In Review,AK state policy - review per remote access guidelines
1559925758,HYDROCHLOROTHIAZIDE,MASTER_GEN_707,Approved,2024-10-02,,2025-09-02,2024-10-20,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1559925758,HYDROCHLOROTHIAZIDE,MO_GEN_279,PDL,2025-05-25,,2025-09-13,2025-05-14,,mo_analyst,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
2679808832,OMEPRAZOLE,GI_PPI_001,Approved,2024-10-15,,2025-09-01,2024-12-27,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2679808832,OMEPRAZOLE,AK_GI_001,Review,2025-04-12,,2025-09-01,2024-12-06,,ak_pharmacist,ak_reviewer,Pending,AK state policy - review per remote access guidelines
2679808832,OMEPRAZOLE,GI_PPI_001,PDL,2025-02-02,,2025-09-18,2025-02-10,,mo_pharmacist,mo_director,Approved,MO Medicaid formulary - pdl status
6455230342,AZITHROMYCIN,MASTER_GEN_334,PDL,2024-10-20,,2025-09-12,2025-01-11,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6455230342,AZITHROMYCIN,AK_GEN_233,PDL,2025-03-13,,2025-09-10,2025-05-10,,ak_reviewer,ak_manager,Approved,AK state policy - pdl per remote access guidelines
8887890804,HYDROCHLOROTHIAZIDE,MASTER_GEN_386,PDL,2025-02-24,,2025-09-10,2024-10-28,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8887890804,HYDROCHLOROTHIAZIDE,AK_GEN_291,Approved,2025-01-23,,2025-09-04,2025-06-02,,ak_pharmacist,ak_pharmacist,Approved,AK state policy - approved per remote access guidelines
4869972690,AMLODIPINE,CARDIO_CCB_001,PDL,2024-11-24,,2025-09-17,2024-10-07,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4869972690,AMLODIPINE,AK_CARDIO_002,Restricted,2025-06-06,2025-08-30,2025-09-02,2025-06-01,2025-08-30,ak_pharmacist,ak_pharmacist,Pending,AK state policy - restricted per remote access guidelines
4869972690,AMLODIPINE,MO_CARDIO_001,Review,2025-03-16,,2025-09-10,2025-02-01,,mo_analyst,mo_pharmacist,Pending,MO Medicaid formulary - review status
4926982435,AMLODIPINE,CARDIO_CCB_001,Review,2024-12-11,,2025-09-05,2025-01-09,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4926982435,AMLODIPINE,MO_CARDIO_001,Approved,2025-05-21,,2025-09-17,2025-01-17,,mo_pharmacist,mo_analyst,Approved,MO Medicaid formulary - approved status
7653481000,ALBUTEROL,RESP_BRONCH_001,Approved,2024-12-09,,2025-09-06,2024-09-14,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7653481000,ALBUTEROL,AK_RESP_001,Restricted,2024-12-01,2025-09-14,2025-09-16,2025-05-03,2025-09-14,ak_reviewer,ak_manager,Pending,AK state policy - restricted per remote access guidelines
7653481000,ALBUTEROL,RESP_BRONCH_001,Review,2025-03-08,,2025-09-11,2025-06-07,,mo_director,mo_pharmacist,Pending,MO Medicaid formulary - review status
6167753531,OMEPRAZOLE,GI_PPI_001,Restricted,2024-11-19,,2025-08-28,2024-08-26,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6167753531,OMEPRAZOLE,AK_GI_001,Review,2025-01-14,,2025-09-04,2025-05-28,,ak_manager,ak_pharmacist,In Review,AK state policy - review per remote access guidelines
6167753531,OMEPRAZOLE,GI_PPI_001,PDL,2025-06-12,,2025-09-08,2025-06-29,,mo_director,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
4023765305,LISINOPRIL,CARDIO_ACE_001,Approved,2024-10-26,,2025-08-25,2024-11-15,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4023765305,LISINOPRIL,CARDIO_ACE_001,Approved,2025-03-28,,2025-09-16,2025-03-03,,mo_director,mo_pharmacist,Approved,MO Medicaid formulary - approved status
5544731222,HYDROCHLOROTHIAZIDE,MASTER_GEN_212,Review,2025-02-27,,2025-09-11,2025-02-15,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5544731222,HYDROCHLOROTHIAZIDE,MO_GEN_939,PDL,2025-02-17,,2025-09-09,2025-04-27,,mo_pharmacist,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
6539577736,ALBUTEROL,RESP_BRONCH_001,Approved,2025-03-02,,2025-08-28,2024-10-23,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6539577736,ALBUTEROL,AK_RESP_001,Approved,2025-04-20,,2025-09-06,2025-03-28,,ak_manager,ak_pharmacist,Approved,AK state policy - approved per remote access guidelines
7765224309,PREDNISONE,MASTER_GEN_847,Approved,2024-11-07,,2025-08-21,2024-12-20,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7765224309,PREDNISONE,AK_GEN_112,Review,2025-02-02,,2025-09-18,2025-01-12,,ak_reviewer,ak_pharmacist,In Review,AK state policy - review per remote access guidelines
6904452356,ATORVASTATIN,CARDIO_STATIN_002,PDL,2024-08-27,,2025-09-17,2024-11-30,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6904452356,ATORVASTATIN,MO_CARDIO_003,PDL,2025-02-25,,2025-09-04,2025-03-24,,mo_analyst,mo_analyst,Approved,MO Medicaid formulary - pdl status
2754826781,METOPROLOL,CARDIO_BB_001,Review,2025-02-23,,2025-09-05,2024-11-30,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2754826781,METOPROLOL,AK_CARDIO_001,Review,2025-01-28,,2025-09-05,2025-04-22,,ak_pharmacist,ak_reviewer,In Review,AK state policy - review per remote access guidelines
2313855871,AZITHROMYCIN,MASTER_GEN_508,PDL,2024-09-17,,2025-09-05,2024-12-20,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2313855871,AZITHROMYCIN,AK_GEN_365,Review,2025-01-12,,2025-09-12,2024-12-09,,ak_pharmacist,ak_reviewer,Pending,AK state policy - review per remote access guidelines
2313855871,AZITHROMYCIN,MO_GEN_854,Approved,2025-05-18,,2025-09-13,2025-02-08,,mo_analyst,mo_analyst,Approved,MO Medicaid formulary - approved status
2312602678,SIMVASTATIN,CARDIO_STATIN_001,PDL,2024-11-07,,2025-08-30,2025-01-30,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2312602678,SIMVASTATIN,MO_CARDIO_003,PDL,2025-04-13,,2025-09-05,2025-04-03,,mo_analyst,mo_analyst,Approved,MO Medicaid formulary - pdl status
1445828320,LOSARTAN,CARDIO_ARB_001,Review,2024-08-29,,2025-08-22,2024-09-09,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1445828320,LOSARTAN,MO_CARDIO_001,PDL,2025-03-28,,2025-09-10,2025-05-28,,mo_director,mo_analyst,Approved,MO Medicaid formulary - pdl status
1511326375,OMEPRAZOLE,GI_PPI_001,PDL,2024-12-17,,2025-08-20,2025-01-26,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1511326375,OMEPRAZOLE,AK_GI_001,Approved,2024-12-08,,2025-09-13,2025-05-03,,ak_pharmacist,ak_manager,Approved,AK state policy - approved per remote access guidelines
1511326375,OMEPRAZOLE,GI_PPI_001,PDL,2025-06-28,,2025-09-11,2025-06-05,,mo_director,mo_director,Approved,MO Medicaid formulary - pdl status
1113230410,SERTRALINE,PSYCH_SSRI_001,Approved,2024-11-08,,2025-09-01,2024-10-27,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1113230410,SERTRALINE,MO_PSYCH_001,PDL,2025-03-04,,2025-09-13,2025-05-21,,mo_pharmacist,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
6498746277,OMEPRAZOLE,GI_PPI_001,Approved,2024-11-05,,2025-08-29,2025-02-21,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6498746277,OMEPRAZOLE,AK_GI_001,PDL,2024-12-03,,2025-09-16,2024-12-04,,ak_manager,ak_manager,Approved,AK state policy - pdl per remote access guidelines
6498746277,OMEPRAZOLE,GI_PPI_001,Approved,2025-01-17,,2025-09-05,2025-02-22,,mo_director,mo_analyst,Approved,MO Medicaid formulary - approved status
1839946326,METOPROLOL,CARDIO_BB_001,PDL,2025-01-20,,2025-09-06,2024-11-27,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1839946326,METOPROLOL,MO_CARDIO_002,Review,2025-06-28,,2025-09-12,2025-03-20,,mo_director,mo_pharmacist,Pending,MO Medicaid formulary - review status
3099383762,SERTRALINE,PSYCH_SSRI_001,Approved,2024-10-22,,2025-09-16,2025-01-29,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3099383762,SERTRALINE,AK_PSYCH_001,Approved,2025-06-05,,2025-09-15,2024-12-05,,ak_manager,ak_pharmacist,Approved,AK state policy - approved per remote access guidelines
3099383762,SERTRALINE,MO_PSYCH_001,PDL,2025-03-02,,2025-09-08,2025-05-12,,mo_pharmacist,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
1519229767,METFORMIN,DIAB_METFORM_001,PDL,2024-10-08,,2025-08-30,2024-09-25,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1519229767,METFORMIN,AK_DIAB_001,PDL,2025-04-14,,2025-09-11,2025-05-21,,ak_manager,ak_manager,Approved,AK state policy - pdl per remote access guidelines
1911350010,HYDROCHLOROTHIAZIDE,MASTER_GEN_952,PDL,2024-11-03,,2025-08-21,2024-10-06,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1911350010,HYDROCHLOROTHIAZIDE,MO_GEN_786,Approved,2025-05-23,,2025-09-07,2025-03-17,,mo_director,mo_pharmacist,Approved,MO Medicaid formulary - approved status
1254751600,ALBUTEROL,RESP_BRONCH_001,PDL,2024-12-23,,2025-09-07,2024-12-14,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1254751600,ALBUTEROL,AK_RESP_001,Restricted,2025-05-29,2025-08-18,2025-08-31,2024-12-29,2025-08-18,ak_reviewer,ak_manager,Pending,AK state policy - restricted per remote access guidelines
1254751600,ALBUTEROL,RESP_BRONCH_001,PDL,2025-05-10,,2025-09-09,2025-04-28,,mo_director,mo_analyst,Approved,MO Medicaid formulary - pdl status
2786414337,SIMVASTATIN,CARDIO_STATIN_001,Approved,2024-11-17,,2025-08-24,2025-01-03,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2786414337,SIMVASTATIN,AK_CARDIO_003,Restricted,2025-03-10,2025-09-13,2025-09-02,2024-11-25,2025-09-13,ak_pharmacist,ak_pharmacist,In Review,AK state policy - restricted per remote access guidelines
9435524835,HYDROCHLOROTHIAZIDE,MASTER_GEN_631,Approved,2024-11-05,,2025-09-13,2024-09-09,,system_admin,system_admin,Approved,MASTER baseline formulary entry
9435524835,HYDROCHLOROTHIAZIDE,AK_GEN_402,PDL,2025-05-17,,2025-09-19,2025-06-05,,ak_pharmacist,ak_manager,Approved,AK state policy - pdl per remote access guidelines
9435524835,HYDROCHLOROTHIAZIDE,MO_GEN_257,Review,2025-03-31,,2025-09-13,2025-05-11,,mo_pharmacist,mo_analyst,Pending,MO Medicaid formulary - review status
8119917624,ALBUTEROL,RESP_BRONCH_001,Review,2024-11-18,,2025-09-11,2024-11-03,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8119917624,ALBUTEROL,AK_RESP_001,Restricted,2025-03-05,2025-08-19,2025-09-18,2025-05-09,2025-08-19,ak_manager,ak_manager,In Review,AK state policy - restricted per remote access guidelines
8119917624,ALBUTEROL,RESP_BRONCH_001,Review,2025-03-09,,2025-09-04,2025-04-22,,mo_director,mo_pharmacist,Pending,MO Medicaid formulary - review status
2360658867,SIMVASTATIN,CARDIO_STATIN_001,Review,2025-01-19,,2025-08-28,2024-12-07,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2360658867,SIMVASTATIN,AK_CARDIO_003,Approved,2025-03-25,,2025-09-01,2025-02-15,,ak_manager,ak_pharmacist,Approved,AK state policy - approved per remote access guidelines
2360658867,SIMVASTATIN,MO_CARDIO_003,Restricted,2025-01-24,,2025-09-10,2025-05-07,,mo_analyst,mo_director,Pending,MO Medicaid formulary - restricted status
7340691240,FUROSEMIDE,MASTER_GEN_745,Approved,2025-01-03,,2025-08-28,2024-09-16,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7340691240,FUROSEMIDE,AK_GEN_240,PDL,2025-05-20,,2025-09-13,2025-03-18,,ak_manager,ak_pharmacist,Approved,AK state policy - pdl per remote access guidelines
7340691240,FUROSEMIDE,MO_GEN_939,Approved,2025-06-09,,2025-09-07,2025-03-28,,mo_analyst,mo_pharmacist,Approved,MO Medicaid formulary - approved status
7341809153,LEVOTHYROXINE,ENDO_THYROID_001,Approved,2024-11-08,,2025-09-05,2024-09-01,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7341809153,LEVOTHYROXINE,ENDO_THYROID_001,Review,2025-06-30,,2025-09-13,2025-06-21,,mo_pharmacist,mo_pharmacist,Pending,MO Medicaid formulary - review status
8294806525,LOSARTAN,CARDIO_ARB_001,Review,2024-12-31,,2025-09-11,2024-12-13,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8294806525,LOSARTAN,AK_CARDIO_001,PDL,2025-02-19,,2025-09-14,2025-02-07,,ak_reviewer,ak_manager,Approved,AK state policy - pdl per remote access guidelines
1612262970,GABAPENTIN,NEURO_ANTI_001,Approved,2024-11-28,,2025-09-09,2024-09-17,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1612262970,GABAPENTIN,AK_PAIN_001,Approved,2025-03-31,,2025-09-08,2025-02-14,,ak_manager,ak_pharmacist,Approved,AK state policy - approved per remote access guidelines
1612262970,GABAPENTIN,NEURO_ANTI_001,Review,2025-04-16,,2025-09-06,2025-05-28,,mo_director,mo_pharmacist,Pending,MO Medicaid formulary - review status
2009630575,ALBUTEROL,RESP_BRONCH_001,Review,2025-02-20,,2025-09-01,2024-11-05,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2009630575,ALBUTEROL,AK_RESP_001,Approved,2025-03-20,,2025-09-05,2024-12-01,,ak_reviewer,ak_reviewer,Approved,AK state policy - approved per remote access guidelines
2009630575,ALBUTEROL,RESP_BRONCH_001,PDL,2025-02-23,,2025-09-04,2025-03-29,,mo_director,mo_director,Approved,MO Medicaid formulary - pdl status
4436472132,PREDNISONE,MASTER_GEN_694,PDL,2024-08-24,,2025-09-16,2024-08-28,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4436472132,PREDNISONE,MO_GEN_146,PDL,2025-02-25,,2025-09-08,2025-05-01,,mo_director,mo_analyst,Approved,MO Medicaid formulary - pdl status
4916261265,AMLODIPINE,CARDIO_CCB_001,Review,2024-08-28,,2025-09-06,2024-09-06,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4916261265,AMLODIPINE,AK_CARDIO_002,Restricted,2025-05-19,2025-09-07,2025-09-15,2025-02-25,2025-09-07,ak_reviewer,ak_reviewer,Pending,AK state policy - restricted per remote access guidelines
4916261265,AMLODIPINE,MO_CARDIO_001,Approved,2025-04-27,,2025-09-06,2025-06-02,,mo_director,mo_analyst,Approved,MO Medicaid formulary - approved status
4832759161,ALBUTEROL,RESP_BRONCH_001,PDL,2024-08-26,,2025-09-05,2024-09-03,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4832759161,ALBUTEROL,AK_RESP_001,PDL,2025-03-12,,2025-09-06,2025-01-27,,ak_manager,ak_pharmacist,Approved,AK state policy - pdl per remote access guidelines
7459700640,PREDNISONE,MASTER_GEN_363,PDL,2024-11-09,,2025-09-12,2024-10-16,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7459700640,PREDNISONE,AK_GEN_634,PDL,2025-06-07,,2025-09-16,2025-01-28,,ak_reviewer,ak_manager,Approved,AK state policy - pdl per remote access guidelines
7459700640,PREDNISONE,MO_GEN_852,Approved,2025-03-27,,2025-09-17,2025-03-16,,mo_director,mo_director,Approved,MO Medicaid formulary - approved status
7717131487,GABAPENTIN,NEURO_ANTI_001,Approved,2024-11-28,,2025-09-18,2025-01-10,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7717131487,GABAPENTIN,AK_PAIN_001,Review,2024-12-02,,2025-08-30,2024-12-21,,ak_manager,ak_manager,In Review,AK state policy - review per remote access guidelines
1262481838,AMOXICILLIN,MASTER_GEN_232,Approved,2024-12-19,,2025-09-11,2024-12-11,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1262481838,AMOXICILLIN,AK_GEN_126,Review,2025-05-05,,2025-09-01,2025-05-11,,ak_reviewer,ak_manager,Pending,AK state policy - review per remote access guidelines
1262481838,AMOXICILLIN,MO_GEN_206,PDL,2025-06-25,,2025-09-15,2025-06-18,,mo_pharmacist,mo_director,Approved,MO Medicaid formulary - pdl status
5083708161,PREDNISONE,MASTER_GEN_466,PDL,2024-12-15,,2025-09-11,2024-11-16,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5083708161,PREDNISONE,AK_GEN_262,PDL,2025-05-07,,2025-09-13,2024-12-27,,ak_reviewer,ak_pharmacist,Approved,AK state policy - pdl per remote access guidelines
5083708161,PREDNISONE,MO_GEN_729,Review,2025-06-08,,2025-09-19,2025-03-26,,mo_director,mo_pharmacist,Pending,MO Medicaid formulary - review status
8763774895,LEVOTHYROXINE,ENDO_THYROID_001,PDL,2024-09-27,,2025-09-11,2024-10-20,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8763774895,LEVOTHYROXINE,AK_ENDO_001,Review,2025-02-05,,2025-09-14,2024-12-15,,ak_pharmacist,ak_pharmacist,In Review,AK state policy - review per remote access guidelines
8763774895,LEVOTHYROXINE,ENDO_THYROID_001,PDL,2025-06-02,,2025-09-17,2025-04-09,,mo_director,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
8398766301,FUROSEMIDE,MASTER_GEN_150,PDL,2024-11-29,,2025-09-17,2024-11-05,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8398766301,FUROSEMIDE,AK_GEN_700,PDL,2025-03-26,,2025-09-18,2025-01-16,,ak_manager,ak_pharmacist,Approved,AK state policy - pdl per remote access guidelines
8398766301,FUROSEMIDE,MO_GEN_886,PDL,2025-05-12,,2025-09-14,2025-06-29,,mo_analyst,mo_director,Approved,MO Medicaid formulary - pdl status
2574758348,LISINOPRIL,CARDIO_ACE_001,PDL,2024-12-16,,2025-08-20,2024-12-17,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7579305851,AMLODIPINE,CARDIO_CCB_001,Approved,2024-10-05,,2025-09-02,2025-02-07,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7579305851,AMLODIPINE,AK_CARDIO_002,Review,2025-03-19,,2025-09-10,2025-04-30,,ak_reviewer,ak_manager,Pending,AK state policy - review per remote access guidelines
7579305851,AMLODIPINE,MO_CARDIO_001,PDL,2025-02-18,,2025-09-12,2025-05-29,,mo_analyst,mo_analyst,Approved,MO Medicaid formulary - pdl status
8805972163,SERTRALINE,PSYCH_SSRI_001,Approved,2024-10-03,,2025-09-12,2024-09-21,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8805972163,SERTRALINE,AK_PSYCH_001,PDL,2025-04-03,,2025-09-13,2025-02-21,,ak_pharmacist,ak_reviewer,Approved,AK state policy - pdl per remote access guidelines
8805972163,SERTRALINE,MO_PSYCH_001,Approved,2025-01-14,,2025-09-09,2025-01-21,,mo_director,mo_analyst,Approved,MO Medicaid formulary - approved status
3720332955,PREDNISONE,MASTER_GEN_656,Approved,2024-08-16,,2025-08-31,2024-09-09,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3720332955,PREDNISONE,AK_GEN_571,Approved,2025-05-03,,2025-09-13,2024-12-01,,ak_manager,ak_pharmacist,Approved,AK state policy - approved per remote access guidelines
